#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260419    07:47:31       0    398     77      -     96     90      0      0      0      0   9501   1725      0      0  21452  16356      -      -      -      0    134    116 
 20260419    07:47:31       1    113     43      -     40     39      0      0      0      0   5001   1320      0      0  21452  16356      -      -      -      0     36     28 
 20260419    07:47:32       0    398     77      -     95     90      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    138    181 
 20260419    07:47:32       1    113     43      -     40     39      0      0      0      0   5001   1350      0      0  21452  16356      -      -      -      0     70     15 
 20260419    07:47:33       0    398     77      -     96     90      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    135    148 
 20260419    07:47:33       1    114     43      -     38     36      0      0      0      0   5001   1350      0      0  21452  16356      -      -      -      0     71     15 
 20260419    07:47:34       0    397     77      -     95     90      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    143    189 
 20260419    07:47:34       1    114     43      -     39     38      0      0      0      0   5001   1350      0      0  21452  16356      -      -      -      0     62     15 
 20260419    07:47:35       0    397     78      -     95     89      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    136    164 
 20260419    07:47:35       1    115     44      -     36     35      0      0      0      0   5001   1395      0      0  21452  16356      -      -      -      0     71     15 
 20260419    07:47:37       0    398     78      -     96     90      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    135    149 
 20260419    07:47:37       1    115     44      -     39     38      0      0      0      0   5001   1395      0      0  21452  16356      -      -      -      0     65     19 
 20260419    07:47:38       0    398     78      -     95     89      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    162    147 
 20260419    07:47:38       1    116     44      -     40     39      0      0      0      0   5001   1425      0      0  21452  16356      -      -      -      0     55     21 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260419    07:47:39       0    398     79      -     95     89      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    134    117 
 20260419    07:47:39       1    117     44      -     38     37      0      0      0      0   5001   1440      0      0  21452  16356      -      -      -      0     41     27 
 20260419    07:47:40       0    398     79      -     95     89      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    132    149 
 20260419    07:47:40       1    119     44      -     38     37      0      0      0      0   5001   1455      0      0  21452  16356      -      -      -      0     50     21 
 20260419    07:47:41       0    398     79      -     95     89      0      0      0      0   9501   1710      0      0  21452  16356      -      -      -      0    125    149 
 20260419    07:47:41       1    119     44      -     38     37      0      0      0      0   5001   1425      0      0  21452  16356      -      -      -      0     47     18 
 20260419    07:47:42       0    398     79      -     95     89      0      0      0      0   9501   1725      0      0  21452  16356      -      -      -      0    134    147 
 20260419    07:47:42       1    118     44      -     38     37      0      0      0      0   5001   1440      0      0  21452  16356      -      -      -      0     72     16 
 20260419    07:47:43       0    397     80      -     96     90      0      0      0      0   9501   1725      0      0  21452  16356      -      -      -      0    133    161 
 20260419    07:47:43       1    118     44      -     39     38      0      0      0      0   5001   1410      0      0  21452  16356      -      -      -      0     38     28 
 20260419    07:47:44       0    398     80      -     96     91      0      0      0      0   9501   1710     10      0  21452  16356      -      -      -      0    151    148 
 20260419    07:47:44       1    119     44      -     41     40      0      0      0      0   5001   1455      0      0  21452  16356      -      -      -      0     61     22 
 20260419    07:47:45       0    399     80      -     96     91      0      0      0      0   9501   1710     18      0  21452  16356      -      -      -      0    131    162 
 20260419    07:47:45       1    123     44      -     38     37      0      0      0      0   5001   1530      0      0  21452  16356      -      -      -      0     38     24 
 20260419    07:47:47       0    398     80      -     96     90      0      0      0      0   9501   1695      0      0  21452  16356      -      -      -      0    130    147 
 20260419    07:47:47       1    124     45      -     40     39      0      0      0      0   9501   1560      0      0  21452  16356      -      -      -      0     44     13 
 20260419    07:47:48       0    398     80      -     95     89      0      0      0      0   9501   1710      9      0  21460  16356      -      -      -      0    136    115 
 20260419    07:47:48       1    145     45      -     23     20      0      0      0      0   9501   1560      0      0  21460  16356      -      -      -      0     25     19 
 20260419    07:47:49       0    398     81      -     97     91      0      0      0      0   9501   1710      4      0  21451  16356      -      -      -      0    136    148 
 20260419    07:47:49       1    149     46      -     24     21      0      0      0      0   9501   1695      0      0  21451  16356      -      -      -      0     43     13 
 20260419    07:47:50       0    398     81      -     95     89      0      0      0      0   9501   1710     25      0  21451  16356      -      -      -      0    134    149 
 20260419    07:47:50       1    159     46      -     24     21      0      0      0      0   9501   1695      0      0  21451  16356      -      -      -      0     49     11 
 20260419    07:47:51       0    398     81      -     96     90      0      0      0      0   9501   1710     18      0  21450  16356      -      -      -      0    139    157 
 20260419    07:47:51       1    159     46      -     22     19      0      0      0      0   9501   1695      0      0  21450  16356      -      -      -      0    152     21 
 20260419    07:47:52       0    397     82      -     90     81      0      0      0      0   9501   1695      4      0  21450  16356      -      -      -      0    153    191 
 20260419    07:47:52       1    159     47      -     21     18      0      0      0      0   9501   1695      0      0  21450  16356      -      -      -      0     25     20 
 20260419    07:47:53       0    397     82      -     95     89      0      0      0      0   9501   1680     67      0  21450  16356      -      -      -      0    156    167 
 20260419    07:47:53       1    159     47      -     24     21      0      0      0      0   9501   1695      0      0  21450  16356      -      -      -      0     25     20 
 20260419    07:47:54       0    387     82      -     95     88      0      0      0      0   9501   1665     60      0  21450  16356      -      -      -      0    168    190 
 20260419    07:47:54       1    159     47      -     22     19      0      0      0      0   9501   1695      0      0  21450  16356      -      -      -      0     27     20 
 20260419    07:47:56       0    386     82      -     95     87      0      0      0      0   9501   1635     83      0  21450  16356      -      -      -      0    160    190 
 20260419    07:47:56       1    137     45      -     42     40      0      0      0      0   5001   1230      0      0  21450  16356      -      -      -      0     61     27 
 20260419    07:47:57       0    382     82      -     95     88      0      0      0      0   9501   1650     62      0  21450  16356      -      -      -      0    166    190 
 20260419    07:47:57       1    111     44      -     42     40      0      0      0      0   5001   1260      0      0  21450  16356      -      -      -      0     66     23 
 20260419    07:47:58       0    381     82      -     95     88      0      0      0      0   9501   1635    100      0  21450  16356      -      -      -      0    150    157 
 20260419    07:47:58       1    112     44      -     38     36      0      0      0      0   5001   1275      0      0  21450  16356      -      -      -      0     75     24 
 20260419    07:47:59       0    376     82      -     96     90      0      0      0      0   9501   1650     93      0  21450  16356      -      -      -      0    137    187 
 20260419    07:47:59       1    112     44      -     35     34      0      0      0      0   5001   1335      0      0  21450  16356      -      -      -      0     75     28 
 20260419    07:48:00       0    377     82      -     95     88      0      0      0      0   9501   1635    100      0  21450  16356      -      -      -      0    155    155 
 20260419    07:48:00       1    116     45      -     36     34      0      0      0      0   5001   1455      0      0  21450  16356      -      -      -      0     58     24 
 20260419    07:48:01       0    375     82      -     96     89      0      0      0      0   9501   1635    100      0  21450  16356      -      -      -      0    138    156 
 20260419    07:48:01       1    121     45      -     38     37      0      0      0      0   5001   1515      0      0  21450  16356      -      -      -      0     50     12 
 20260419    07:48:02       0    376     82      -     96     89      0      0      0      0   9501   1635    100      0  21450  16356      -      -      -      0    158    151 
 20260419    07:48:02       1    139     46      -     24     21      0      0      0      0   9501   1575      0      0  21450  16356      -      -      -      0     50     18 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260419    07:48:03       0    377     82      -     96     89      0      0      0      0   9501   1635    100      0  21450  16356      -      -      -      0    162    124 
 20260419    07:48:03       1    136     44      -     43     40      0      0      0      0   5001   1230      0      0  21450  16356      -      -      -      0     37     29 
 20260419    07:48:05       0    377     82      -     96     89      0      0      0      0   9501   1635    100      0  21450  16356      -      -      -      0    154    157 
 20260419    07:48:05       1    113     45      -     43     41      0      0      0      0   5001   1335      0      0  21450  16356      -      -      -      0     51     26 
 20260419    07:48:06       0    371     82      -     95     88      0      0      0      0   9501   1620    100      0  21450  16356      -      -      -      0    159    177 
 20260419    07:48:06       1    114     44      -     36     35      0      0      0      0   5001   1395      0      0  21450  16356      -      -      -      0     74     28 
 20260419    07:48:07       0    372     82      -     95     88      0      0      0      0   9501   1635    100      0  21450  16356      -      -      -      0    165    153 
 20260419    07:48:07       1    118     45      -     40     39      0      0      0      0   5001   1500      0      0  21450  16356      -      -      -      0     77     23 
 20260419    07:48:08       0    372     81      -     95     87      0      0      0      0   9501   1620    100      0  21450  16356      -      -      -      0    138    166 
 20260419    07:48:08       1    122     45      -     39     38      0      0      0      0   5001   1500      0      0  21450  16356      -      -      -      0     50     29 
 20260419    07:48:09       0    372     82      -     96     88      0      0      0      0   9501   1605    100      0  21450  16356      -      -      -      0    138    121 
 20260419    07:48:09       1    122     45      -     39     38      0      0      0      0   5001   1515      0      0  21450  16356      -      -      -      0     56     25 
 20260419    07:48:10       0    371     81      -     96     88      0      0      0      0   9501   1620    100      0  21450  16356      -      -      -      0    153    188 
 20260419    07:48:10       1    123     45      -     37     37      0      0      0      0   5001   1515      0      0  21450  16356      -      -      -      0     73     21 
 20260419    07:48:11       0    372     81      -     95     88      0      0      0      0   9501   1620    100      0  21450  16356      -      -      -      0    156    189 
 20260419    07:48:11       1    124     45      -     42     42      0      0      0      0   5001   1530      0      0  21450  16356      -      -      -      0     57     19 
 20260419    07:48:12       0    371     81      -     95     87      0      0      0      0   9501   1620    100      0  21450  16356      -      -      -      0    156    156 
 20260419    07:48:12       1    123     45      -     36     35      0      0      0      0   5001   1500      0      0  21450  16356      -      -      -      0     76     23 
 20260419    07:48:14       0    372     82      -     95     88      0      0      0      0   9501   1635    100      0  21450  16356      -      -      -      0    159    158 
 20260419    07:48:14       1    135     45      -     24     20      0      0      0      0   9501   1545      0      0  21450  16356      -      -      -      0     47     20 
 20260419    07:48:15       0    376     82      -     97     89      0      0      0      0   9501   1605    100      0  21450  16356      -      -      -      0    157    189 
 20260419    07:48:15       1    145     46      -     21     18      0      0      0      0   9501   1545      0      0  21450  16356      -      -      -      0     64     26 
 20260419    07:48:16       0    371     81      -     95     88      0      0      0      0   9501   1605    100      0  21450  16356      -      -      -      0    157    157 
 20260419    07:48:16       1    121     44      -     41     38      0      0      0      0   5001   1110      0      0  21450  16356      -      -      -      0     67     25 
 20260419    07:48:17       0    372     81      -     96     88      0      0      0      0   9501   1605    100      0  21450  16356      -      -      -      0    152    157 
 20260419    07:48:17       1    111     44      -     37     35      0      0      0      0   5001   1215      0      0  21450  16356      -      -      -      0     51     22 
 20260419    07:48:18       0    371     81      -     96     89      0      0      0      0   9501   1605    100      0  21450  16356      -      -      -      0    159    166 
 20260419    07:48:18       1    110     44      -     33     31      0      0      0      0   5001   1215      0      0  21450  16356      -      -      -      0     45     25 
 20260419    07:48:19       0    370     81      -     96     88      0      0      0      0   9501   1605    100      0  21450  16356      -      -      -      0    206    158 
 20260419    07:48:19       1    111     44      -     41     39      0      0      0      0   5001   1275      0      0  21450  16356      -      -      -      0     72     18 
 20260419    07:48:20       0    370     81      -     96     86      0      0      0      0   9501   1620     75      0  21449  16356      -      -      -      0    168    192 
 20260419    07:48:20       1    110     44      -     38     35      0      0      0      0   5001   1290      0      0  21449  16356      -      -      -      0     55     27 
 20260419    07:48:21       0    372     81      -     96     89      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    158    162 
 20260419    07:48:21       1    111     44      -     36     34      0      0      0      0   5001   1290      0      0  21449  16356      -      -      -      0     56     22 
 20260419    07:48:23       0    371     81      -     96     89      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    158    158 
 20260419    07:48:23       1    111     43      -     41     39      0      0      0      0   5001   1305      0      0  21449  16356      -      -      -      0     72     23 
 20260419    07:48:24       0    370     81      -     96     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    159    159 
 20260419    07:48:24       1    111     44      -     37     35      0      0      0      0   5001   1305      0      0  21449  16356      -      -      -      0     66     22 
 20260419    07:48:25       0    371     81      -     95     87      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    168    190 
 20260419    07:48:25       1    110     44      -     38     36      0      0      0      0   5001   1290      0      0  21449  16356      -      -      -      0     56     28 
 20260419    07:48:26       0    371     81      -     95     87      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    177    196 
 20260419    07:48:26       1    111     43      -     41     39      0      0      0      0   5001   1275      0      0  21449  16356      -      -      -      0     52     25 
 20260419    07:48:27       0    370     81      -     95     87      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    158    168 
 20260419    07:48:27       1    110     43      -     41     39      0      0      0      0   5001   1275      0      0  21449  16356      -      -      -      0    107     21 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260419    07:48:28       0    371     81      -     95     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    163    188 
 20260419    07:48:28       1    110     43      -     38     36      0      0      0      0   5001   1245      0      0  21449  16356      -      -      -      0     71     27 
 20260419    07:48:29       0    372     81      -     95     88      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    158    175 
 20260419    07:48:29       1    110     43      -     36     34      0      0      0      0   5001   1245      0      0  21449  16356      -      -      -      0     55     23 
 20260419    07:48:31       0    371     81      -     96     88      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    169    196 
 20260419    07:48:31       1    110     43      -     42     39      0      0      0      0   5001   1230      0      0  21449  16356      -      -      -      0     42     29 
 20260419    07:48:32       0    370     81      -     96     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    158    157 
 20260419    07:48:32       1    111     43      -     42     40      0      0      0      0   5001   1275      0      0  21449  16356      -      -      -      0     73     28 
 20260419    07:48:33       0    372     81      -     96     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    157    171 
 20260419    07:48:33       1    112     43      -     41     40      0      0      0      0   5001   1335      0      0  21449  16356      -      -      -      0     55     23 
 20260419    07:48:34       0    371     81      -     96     89      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    163    159 
 20260419    07:48:34       1    114     43      -     41     40      0      0      0      0   5001   1425      0      0  21449  16356      -      -      -      0     73     28 
 20260419    07:48:35       0    372     81      -     96     89      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    163    160 
 20260419    07:48:35       1    118     44      -     40     39      0      0      0      0   5001   1440      0      0  21449  16356      -      -      -      0     55     23 
 20260419    07:48:36       0    371     81      -     96     89      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    160    193 
 20260419    07:48:36       1    118     44      -     37     36      0      0      0      0   5001   1455      0      0  21449  16356      -      -      -      0     74     21 
 20260419    07:48:37       0    371     81      -     96     89      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    153    177 
 20260419    07:48:37       1    120     44      -     41     40      0      0      0      0   5001   1515      0      0  21449  16356      -      -      -      0     75     30 
 20260419    07:48:38       0    372     81      -     95     87      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0     86    108 
 20260419    07:48:38       1    122     43      -     32     31      0      0      0      0   5001   1530      0      0  21449  16356      -      -      -      0     55     29 
 20260419    07:48:40       0    367     81      -     95     87      0      0      0      0   9501   1620     96      0  21449  16356      -      -      -      0    160    162 
 20260419    07:48:40       1    132     45      -     21     18      0      0      0      0   9501   1545      0      0  21449  16356      -      -      -      0     50     20 
 20260419    07:48:41       0    371     81      -     95     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    163    197 
 20260419    07:48:41       1    144     45      -     25     21      0      0      0      0   9501   1545      0      0  21449  16356      -      -      -      0     49     28 
 20260419    07:48:42       0    372     81      -     96     88      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    123    171 
 20260419    07:48:42       1    120     43      -     41     38      0      0      0      0   5001   1155      0      0  21449  16356      -      -      -      0     50     26 
 20260419    07:48:43       0    371     81      -     95     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    152    112 
 20260419    07:48:43       1    111     43      -     42     39      0      0      0      0   5001   1260      0      0  21449  16356      -      -      -      0     64     20 
 20260419    07:48:44       0    372     81      -     96     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    121    153 
 20260419    07:48:44       1    111     43      -     41     39      0      0      0      0   5001   1320      0      0  21449  16356      -      -      -      0     37     29 
 20260419    07:48:45       0    370     81      -     96     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    122    150 
 20260419    07:48:45       1    111     43      -     38     36      0      0      0      0   5001   1320      0      0  21449  16356      -      -      -      0     59     22 
 20260419    07:48:46       0    371     81      -     95     87      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    165    116 
 20260419    07:48:46       1    111     43      -     38     37      0      0      0      0   5001   1320      0      0  21449  16356      -      -      -      0     64     20 
 20260419    07:48:47       0    375     81      -     96     89      0      0      0      0   9501   1620     97      0  21449  16356      -      -      -      0    173    167 
 20260419    07:48:47       1    112     43      -     42     41      0      0      0      0   5001   1380      0      0  21449  16356      -      -      -      0     38     29 
 20260419    07:48:49       0    368     81      -     95     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    163    202 
 20260419    07:48:49       1    115     43      -     41     39      0      0      0      0   5001   1455      0      0  21449  16356      -      -      -      0     38     29 
 20260419    07:48:50       0    373     81      -     96     89      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    133    146 
 20260419    07:48:50       1    119     44      -     37     37      0      0      0      0   5001   1500      0      0  21449  16356      -      -      -      0     76     17 
 20260419    07:48:51       0    369     81      -     97     90      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    165    185 
 20260419    07:48:51       1    131     44      -     21     18      0      0      0      0   9501   1545      0      0  21449  16356      -      -      -      0     45     14 
 20260419    07:48:52       0    371     80      -     95     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    126    191 
 20260419    07:48:52       1    142     44      -     25     22      0      0      0      0   5001   1080      0      0  21449  16356      -      -      -      0     48     27 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260419    07:48:53       0    370     81      -     96     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    164    146 
 20260419    07:48:53       1    110     43      -     41     38      0      0      0      0   5001   1170      0      0  21449  16356      -      -      -      0     68     28 
 20260419    07:48:54       0    374     81      -     95     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    176    147 
 20260419    07:48:54       1    110     43      -     41     38      0      0      0      0   5001   1200      0      0  21449  16356      -      -      -      0     54     20 
 20260419    07:48:55       0    370     80      -     95     88      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    152    191 
 20260419    07:48:55       1    109     43      -     36     34      0      0      0      0   5001   1200      0      0  21449  16356      -      -      -      0     58     20 
 20260419    07:48:56       0    369     80      -     96     88      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    156    144 
 20260419    07:48:56       1    109     43      -     41     38      0      0      0      0   5001   1215      0      0  21449  16356      -      -      -      0     61     27 
 20260419    07:48:57       0    370     81      -     96     89      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    197    200 
 20260419    07:48:57       1    110     43      -     40     38      0      0      0      0   5001   1215      0      0  21449  16356      -      -      -      0     35     15 
 20260419    07:48:59       0    370     80      -     95     88      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    121    153 
 20260419    07:48:59       1    110     43      -     40     38      0      0      0      0   5001   1245      0      0  21449  16356      -      -      -      0     66     17 
 20260419    07:49:00       0    369     80      -     96     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    119    159 
 20260419    07:49:00       1    110     43      -     41     39      0      0      0      0   5001   1245      0      0  21449  16356      -      -      -      0     60     19 
 20260419    07:49:01       0    370     80      -     96     88      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    137    115 
 20260419    07:49:01       1    109     43      -     41     39      0      0      0      0   5001   1230      0      0  21449  16356      -      -      -      0     35     27 
 20260419    07:49:02       0    370     80      -     95     87      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    152    112 
 20260419    07:49:02       1    109     43      -     41     39      0      0      0      0   5001   1200      0      0  21449  16356      -      -      -      0     35     27 
 20260419    07:49:03       0    372     80      -     95     87      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    161    158 
 20260419    07:49:03       1    109     43      -     36     33      0      0      0      0   5001   1185      0      0  21449  16356      -      -      -      0     70     23 
 20260419    07:49:04       0    376     80      -     96     88      0      0      0      0   9501   1605    100      0  21449  16356      -      -      -      0    123    144 
 20260419    07:49:04       1    109     42      -     37     34      0      0      0      0   5001   1170      0      0  21449  16356      -      -      -      0     54     27 
 20260419    07:49:05       0    368     80      -     96     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    130    144 
 20260419    07:49:05       1    109     42      -     39     37      0      0      0      0   5001   1155      0      0  21449  16356      -      -      -      0     46     25 
 20260419    07:49:06       0    376     80      -     95     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    165    112 
 20260419    07:49:06       1    110     42      -     37     35      0      0      0      0   5001   1275      0      0  21449  16356      -      -      -      0     36     29 
 20260419    07:49:08       0    371     80      -     95     89      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    127    170 
 20260419    07:49:08       1    111     43      -     36     35      0      0      0      0   5001   1305      0      0  21449  16356      -      -      -      0     72     29 
 20260419    07:49:09       0    375     80      -     95     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    196    196 
 20260419    07:49:09       1    112     43      -     40     39      0      0      0      0   5001   1395      0      0  21449  16356      -      -      -      0     43     29 
 20260419    07:49:10       0    374     80      -     96     89      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    123    167 
 20260419    07:49:10       1    114     43      -     38     37      0      0      0      0   5001   1395      0      0  21449  16356      -      -      -      0     52     23 
 20260419    07:49:11       0    373     80      -     95     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    123    158 
 20260419    07:49:11       1    114     43      -     30     29      0      0      0      0   5001   1395      0      0  21449  16356      -      -      -      0     37     30 
 20260419    07:49:12       0    373     80      -     96     89      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    181    191 
 20260419    07:49:12       1    114     43      -     38     37      0      0      0      0   5001   1395      0      0  21449  16356      -      -      -      0     50     29 
 20260419    07:49:13       0    370     80      -     96     89      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    163    196 
 20260419    07:49:13       1    115     43      -     41     40      0      0      0      0   5001   1425      0      0  21449  16356      -      -      -      0     71     31 
 20260419    07:49:14       0    370     80      -     95     88      0      0      0      0   9501   1620    100      0  21449  16356      -      -      -      0    159    185 
 20260419    07:49:14       1    117     43      -     39     38      0      0      0      0   5001   1440      0      0  21449  16356      -      -      -      0     73     29 
 20260419    07:49:15       0    375     80      -     96     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    156    172 
 20260419    07:49:15       1    116     43      -     35     33      0      0      0      0   5001   1395      0      0  21449  16356      -      -      -      0     57     23 
 20260419    07:49:17       0    375     80      -     95     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    168    191 
 20260419    07:49:17       1    116     43      -     38     37      0      0      0      0   5001   1425      0      0  21449  16356      -      -      -      0     74     29 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260419    07:49:18       0    376     80      -     95     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    156    162 
 20260419    07:49:18       1    116     43      -     41     40      0      0      0      0   5001   1425      0      0  21449  16356      -      -      -      0     58     23 
 20260419    07:49:19       0    375     80      -     95     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    201    191 
 20260419    07:49:19       1    115     42      -     38     37      0      0      0      0   5001   1395      0      0  21449  16356      -      -      -      0     59     29 
 20260419    07:49:20       0    374     80      -     96     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    172    192 
 20260419    07:49:20       1    113     42      -     37     36      0      0      0      0   5001   1365      0      0  21449  16356      -      -      -      0     53     30 
 20260419    07:49:21       0    375     80      -     95     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    164    163 
 20260419    07:49:21       1    114     42      -     39     38      0      0      0      0   5001   1410      0      0  21449  16356      -      -      -      0     75     27 
 20260419    07:49:22       0    375     80      -     96     89      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    172    204 
 20260419    07:49:22       1    119     43      -     38     37      0      0      0      0   5001   1500      0      0  21449  16356      -      -      -      0     59     29 
 20260419    07:49:23       0    374     80      -     96     88      0      0      0      0   9501   1650     18      0  21449  16356      -      -      -      0    197    212 
 20260419    07:49:23       1    124     43      -     37     36      0      0      0      0   9501   1545      0      0  21449  16356      -      -      -      0     44     31 
 20260419    07:49:24       0    373     80      -     95     86      0      0      0      0   9501   1635     78      0  21449  16356      -      -      -      0    170    191 
 20260419    07:49:24       1    144     44      -     25     22      0      0      0      0   9501   1545      0      0  21449  16356      -      -      -      0     56     29 
 20260419    07:49:26       0    375     80      -     95     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    163    160 
 20260419    07:49:26       1    120     42      -     38     36      0      0      0      0   5001   1200      0      0  21449  16356      -      -      -      0     53     25 
 20260419    07:49:27       0    375     80      -     96     89      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    177    187 
 20260419    07:49:27       1    111     42      -     43     41      0      0      0      0   5001   1320      0      0  21449  16356      -      -      -      0     75     30 
 20260419    07:49:28       0    376     80      -     95     88      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    173    191 
 20260419    07:49:28       1    115     43      -     39     38      0      0      0      0   5001   1410      0      0  21449  16356      -      -      -      0     57     29 
 20260419    07:49:29       0    378     80      -     96     89      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    164    158 
 20260419    07:49:29       1    117     43      -     38     37      0      0      0      0   5001   1470      0      0  21449  16356      -      -      -      0     76     28 
 20260419    07:49:30       0    377     80      -     96     89      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    169    195 
 20260419    07:49:30       1    120     43      -     37     36      0      0      0      0   5001   1485      0      0  21449  16356      -      -      -      0     48     31 
 20260419    07:49:31       0    378     80      -     96     89      0      0      0      0   9501   1635    100      0  21449  16356      -      -      -      0    163    169 
